Date,Pollutant,State,Daily AQI Value,County,Site Latitude,Site Longitude
1/1/2019,O3,Texas,30,Brazoria,29.043759,-95.472946
1/1/2019,NO2,Texas,30,El Paso,31.765685,-106.455227
1/1/2019,O3,Texas,31,Montgomery,30.350302,-95.425128
1/1/2019,O3,Texas,32,Cameron,26.200335,-97.712684
1/1/2019,PM2.5,Texas,33,Denton,33.219069,-97.196284
1/1/2019,PM2.5,Texas,33,McLennan,31.653086,-97.070704
1/1/2019,PM2.5,Texas,38,Kaufman,32.564968,-96.317687
1/1/2019,PM2.5,Texas,39,Tarrant,32.80581,-97.356529
1/1/2019,PM2.5,Texas,44,Ellis,32.175417,-96.870189
1/1/2019,PM2.5,Texas,51.5,Cameron,26.200335,-97.712684
1/1/2019,PM2.5,Texas,53,Ector,31.870259,-102.334745
1/1/2019,PM2.5,Texas,55,Dallas,32.820061,-96.860117
1/1/2019,PM2.5,Texas,61,Webb,27.507904,-99.523949
1/1/2019,PM2.5,Texas,62,Jefferson,29.979958,-94.004746
1/1/2019,PM2.5,Texas,64.75,El Paso,31.765685,-106.455227
1/1/2019,PM2.5,Texas,66,Montgomery,30.350302,-95.425128
1/1/2019,PM2.5,Texas,84,Travis,30.35386,-97.69166
1/1/2019,PM2.5,Texas,90.66666667,Nueces,27.76534,-97.434262
1/1/2019,PM2.5,Texas,96,Hidalgo,26.226343,-98.2908496
1/1/2019,PM2.5,Texas,117,Harris,29.686389,-95.294722
1/1/2019,PM2.5,Texas,128.8,Bexar,29.275381,-98.311692
1/2/2019,PM2.5,Texas,33,Lubbock,33.58553,-101.78698
1/2/2019,PM2.5,Texas,35,Hidalgo,26.226343,-98.2908496
1/2/2019,PM2.5,Texas,35.66666667,Nueces,27.76534,-97.434262
1/2/2019,PM2.5,Texas,38,Ector,31.870259,-102.334745
1/2/2019,PM2.5,Texas,43,Dallas,32.820061,-96.860117
1/2/2019,PM2.5,Texas,46,Cameron,26.200335,-97.712684
1/2/2019,PM2.5,Texas,47.5,El Paso,31.765685,-106.455227
1/2/2019,PM2.5,Texas,52,Webb,27.507904,-99.523949
1/3/2019,O3,Texas,30.6,El Paso,31.765685,-106.455227
1/3/2019,PM2.5,Texas,33.25,Travis,30.35386,-97.69166
1/3/2019,O3,Texas,34,Randall,34.8803,-101.6649
1/3/2019,PM2.5,Texas,43,Ector,31.870259,-102.334745
1/3/2019,PM2.5,Texas,44,Webb,27.507904,-99.523949
1/3/2019,PM2.5,Texas,47.8,El Paso,31.765685,-106.455227
1/4/2019,PM2.5,Texas,30,Jefferson,29.979958,-94.004746
1/4/2019,O3,Texas,30,Travis,30.35386,-97.69166
1/4/2019,O3,Texas,31,Hidalgo,26.226343,-98.2908496
1/4/2019,O3,Texas,31,McLennan,31.653086,-97.070704
1/4/2019,O3,Texas,31,Montgomery,30.350302,-95.425128
1/4/2019,O3,Texas,31,Smith,32.344027,-95.415754
1/4/2019,O3,Texas,31,Tarrant,32.80581,-97.356529
1/4/2019,O3,Texas,31,Webb,27.507904,-99.523949
1/4/2019,O3,Texas,31.5,Bell,31.088002,-97.679734
1/4/2019,O3,Texas,31.5,Denton,33.219069,-97.196284
1/4/2019,NO2,Texas,32,Bexar,29.275381,-98.311692
1/4/2019,O3,Texas,32,Ellis,32.175417,-96.870189
1/4/2019,NO2,Texas,32.5,Travis,30.35386,-97.69166
1/4/2019,O3,Texas,33.5,Nueces,27.76534,-97.434262
1/4/2019,NO2,Texas,33.75,Dallas,32.820061,-96.860117
1/4/2019,O3,Texas,34,Bexar,29.275381,-98.311692
1/4/2019,PM2.5,Texas,34,Tarrant,32.80581,-97.356529
1/4/2019,NO2,Texas,35,Bell,31.088002,-97.679734
1/4/2019,O3,Texas,35,Cameron,26.200335,-97.712684
1/4/2019,O3,Texas,35,Johnson,32.353595,-97.436742
1/4/2019,O3,Texas,35,Parker,32.868773,-97.905931
1/4/2019,PM2.5,Texas,35.66666667,Nueces,27.76534,-97.434262
1/4/2019,PM2.5,Texas,37.25,Bexar,29.275381,-98.311692
1/4/2019,PM2.5,Texas,39,Ector,31.870259,-102.334745
1/4/2019,NO2,Texas,39.33333333,El Paso,31.765685,-106.455227
1/4/2019,PM2.5,Texas,39.5,Dallas,32.820061,-96.860117
1/4/2019,PM2.5,Texas,40.66666667,Harris,29.686389,-95.294722
1/4/2019,O3,Texas,43,Randall,34.8803,-101.6649
1/4/2019,PM2.5,Texas,44.66666667,Travis,30.35386,-97.69166
1/4/2019,PM2.5,Texas,46.5,Cameron,26.200335,-97.712684
1/4/2019,PM2.5,Texas,51,Hidalgo,26.226343,-98.2908496
1/4/2019,PM2.5,Texas,55,Webb,27.507904,-99.523949
1/4/2019,PM2.5,Texas,63,El Paso,31.765685,-106.455227
1/5/2019,NO2,Texas,30.5,Dallas,32.820061,-96.860117
1/5/2019,NO2,Texas,30.5,Tarrant,32.80581,-97.356529
1/5/2019,O3,Texas,31,Rockwall,32.936523,-96.459211
1/5/2019,O3,Texas,31.8,Tarrant,32.80581,-97.356529
1/5/2019,O3,Texas,32,Collin,33.1324,-96.786419
1/5/2019,NO2,Texas,32.33333333,Bexar,29.275381,-98.311692
1/5/2019,O3,Texas,33,Hidalgo,26.226343,-98.2908496
1/5/2019,O3,Texas,33,McLennan,31.653086,-97.070704
1/5/2019,O3,Texas,33,Webb,27.507904,-99.523949
1/5/2019,PM2.5,Texas,34,Ellis,32.175417,-96.870189
1/5/2019,PM2.5,Texas,34.33333333,Nueces,27.76534,-97.434262
1/5/2019,O3,Texas,34.5,Travis,30.35386,-97.69166
1/5/2019,O3,Texas,35,Ellis,32.175417,-96.870189
1/5/2019,O3,Texas,35,Gregg,32.378696,-94.711813
1/5/2019,O3,Texas,35,Hunt,33.153088,-96.115572
1/5/2019,O3,Texas,35,Kaufman,32.564968,-96.317687
1/5/2019,O3,Texas,35,Randall,34.8803,-101.6649
1/5/2019,NO2,Texas,35,Travis,30.35386,-97.69166
1/5/2019,O3,Texas,35.25,Harris,29.686389,-95.294722
1/5/2019,O3,Texas,36,Bell,31.088002,-97.679734
1/5/2019,O3,Texas,36,Johnson,32.353595,-97.436742
1/5/2019,PM2.5,Texas,36,Webb,27.507904,-99.523949
1/5/2019,PM2.5,Texas,37,Denton,33.219069,-97.196284
1/5/2019,PM2.5,Texas,37,Jefferson,29.979958,-94.004746
1/5/2019,NO2,Texas,38.07692308,Harris,29.686389,-95.294722
1/5/2019,O3,Texas,39.16666667,Jefferson,29.979958,-94.004746
1/5/2019,NO2,Texas,39.5,El Paso,31.765685,-106.455227
1/5/2019,O3,Texas,40,Bexar,29.275381,-98.311692
1/5/2019,O3,Texas,40,Nueces,27.76534,-97.434262
1/5/2019,PM2.5,Texas,41,Montgomery,30.350302,-95.425128
1/5/2019,O3,Texas,41,Parker,32.868773,-97.905931
1/5/2019,O3,Texas,42,Montgomery,30.350302,-95.425128
1/5/2019,O3,Texas,42.5,Brazoria,29.043759,-95.472946
1/5/2019,O3,Texas,43,Galveston,29.254474,-94.861289
1/5/2019,O3,Texas,44,Cameron,26.200335,-97.712684
1/5/2019,O3,Texas,44,Smith,32.344027,-95.415754
1/5/2019,PM2.5,Texas,45,Tarrant,32.80581,-97.356529
1/5/2019,PM2.5,Texas,49.57142857,Harris,29.686389,-95.294722
1/5/2019,PM2.5,Texas,53.66666667,Travis,30.35386,-97.69166
1/5/2019,PM2.5,Texas,54,Hidalgo,26.226343,-98.2908496
1/5/2019,PM2.5,Texas,55.75,Bexar,29.275381,-98.311692
1/5/2019,PM2.5,Texas,61,Dallas,32.820061,-96.860117
1/5/2019,PM2.5,Texas,68,El Paso,31.765685,-106.455227
1/6/2019,PM2.5,Texas,31,Ellis,32.175417,-96.870189
1/6/2019,O3,Texas,31,McLennan,31.653086,-97.070704
1/6/2019,O3,Texas,31,Randall,34.8803,-101.6649
1/6/2019,PM2.5,Texas,32,Denton,33.219069,-97.196284
1/6/2019,O3,Texas,32,Hidalgo,26.226343,-98.2908496
1/6/2019,O3,Texas,32.0625,Harris,29.686389,-95.294722
1/6/2019,PM2.5,Texas,32.5,Jefferson,29.979958,-94.004746
1/6/2019,O3,Texas,33,Nueces,27.76534,-97.434262
1/6/2019,O3,Texas,33,Travis,30.35386,-97.69166
1/6/2019,PM2.5,Texas,34,Dallas,32.820061,-96.860117
1/6/2019,O3,Texas,34,Webb,27.507904,-99.523949
1/6/2019,O3,Texas,35,Brazoria,29.043759,-95.472946
1/6/2019,O3,Texas,35,Ellis,32.175417,-96.870189
1/6/2019,O3,Texas,35,Galveston,29.254474,-94.861289
1/6/2019,O3,Texas,36,Bell,31.088002,-97.679734
1/6/2019,O3,Texas,36,Rockwall,32.936523,-96.459211
1/6/2019,O3,Texas,36,Tarrant,32.80581,-97.356529
1/6/2019,O3,Texas,36.66666667,Dallas,32.820061,-96.860117
1/6/2019,PM2.5,Texas,36.8,Bexar,29.275381,-98.311692
1/6/2019,O3,Texas,37,Cameron,26.200335,-97.712684
1/6/2019,O3,Texas,37,Gregg,32.378696,-94.711813
1/6/2019,O3,Texas,37,Kaufman,32.564968,-96.317687
1/6/2019,O3,Texas,37,Parker,32.868773,-97.905931
1/6/2019,O3,Texas,37.33333333,Bexar,29.275381,-98.311692
1/6/2019,O3,Texas,37.5,Denton,33.219069,-97.196284
1/6/2019,O3,Texas,38,Collin,33.1324,-96.786419
1/6/2019,O3,Texas,39,Hunt,33.153088,-96.115572
1/6/2019,PM2.5,Texas,39,Lubbock,33.58553,-101.78698
1/6/2019,O3,Texas,39,Smith,32.344027,-95.415754
1/6/2019,O3,Texas,40,Johnson,32.353595,-97.436742
1/6/2019,O3,Texas,40,Montgomery,30.350302,-95.425128
1/6/2019,O3,Texas,40.83333333,Jefferson,29.979958,-94.004746
1/6/2019,PM2.5,Texas,43,Montgomery,30.350302,-95.425128
1/6/2019,PM2.5,Texas,47,Travis,30.35386,-97.69166
1/6/2019,PM2.5,Texas,61.25,El Paso,31.765685,-106.455227
1/7/2019,O3,Texas,30,Kaufman,32.564968,-96.317687
1/7/2019,O3,Texas,30,Montgomery,30.350302,-95.425128
1/7/2019,O3,Texas,30.5,Ellis,32.175417,-96.870189
1/7/2019,O3,Texas,31,Dallas,32.820061,-96.860117
1/7/2019,O3,Texas,31.33333333,Bexar,29.275381,-98.311692
1/7/2019,O3,Texas,31.66666667,El Paso,31.765685,-106.455227
1/7/2019,O3,Texas,32,Collin,33.1324,-96.786419
1/7/2019,PM2.5,Texas,32,Ellis,32.175417,-96.870189
1/7/2019,PM2.5,Texas,32,Lubbock,33.58553,-101.78698
1/7/2019,O3,Texas,32.5,Brazoria,29.043759,-95.472946
1/7/2019,O3,Texas,33,Cameron,26.200335,-97.712684
1/7/2019,O3,Texas,33,Hunt,33.153088,-96.115572
1/7/2019,NO2,Texas,34,Dallas,32.820061,-96.860117
1/7/2019,PM2.5,Texas,34,Dallas,32.820061,-96.860117
1/7/2019,PM2.5,Texas,34,Hidalgo,26.226343,-98.2908496
1/7/2019,O3,Texas,34,Tarrant,32.80581,-97.356529
1/7/2019,O3,Texas,35,Galveston,29.254474,-94.861289
1/7/2019,O3,Texas,35.5,Denton,33.219069,-97.196284
1/7/2019,O3,Texas,35.5,Jefferson,29.979958,-94.004746
1/7/2019,O3,Texas,36,Johnson,32.353595,-97.436742
1/7/2019,O3,Texas,36,Randall,34.8803,-101.6649
1/7/2019,O3,Texas,38,Parker,32.868773,-97.905931
1/7/2019,PM2.5,Texas,38.66666667,Travis,30.35386,-97.69166
1/7/2019,PM2.5,Texas,42.75,El Paso,31.765685,-106.455227
1/7/2019,PM2.5,Texas,45.66666667,Bexar,29.275381,-98.311692
1/7/2019,PM2.5,Texas,53,Webb,27.507904,-99.523949
1/8/2019,O3,Texas,30,Cameron,26.200335,-97.712684
1/8/2019,O3,Texas,30,Galveston,29.254474,-94.861289
1/8/2019,O3,Texas,30,Nueces,27.76534,-97.434262
1/8/2019,PM2.5,Texas,30,Tarrant,32.80581,-97.356529
1/8/2019,O3,Texas,30.5,Travis,30.35386,-97.69166
1/8/2019,PM2.5,Texas,30.5,Travis,30.35386,-97.69166
1/8/2019,O3,Texas,31,Montgomery,30.350302,-95.425128
1/8/2019,PM2.5,Texas,31,Montgomery,30.350302,-95.425128
1/8/2019,O3,Texas,31.4,Tarrant,32.80581,-97.356529
1/8/2019,O3,Texas,31.5,Bell,31.088002,-97.679734
1/8/2019,O3,Texas,31.5,Brazoria,29.043759,-95.472946
1/8/2019,O3,Texas,32,Johnson,32.353595,-97.436742
1/8/2019,O3,Texas,32,McLennan,31.653086,-97.070704
1/8/2019,O3,Texas,33,Dallas,32.820061,-96.860117
1/8/2019,O3,Texas,33,Ellis,32.175417,-96.870189
1/8/2019,O3,Texas,33.5,Denton,33.219069,-97.196284
1/8/2019,O3,Texas,34,Kaufman,32.564968,-96.317687
1/8/2019,O3,Texas,34.6,Jefferson,29.979958,-94.004746
1/8/2019,O3,Texas,35,Collin,33.1324,-96.786419
1/8/2019,O3,Texas,35,Gregg,32.378696,-94.711813
1/8/2019,O3,Texas,35,Hunt,33.153088,-96.115572
1/8/2019,O3,Texas,35,Randall,34.8803,-101.6649
1/8/2019,O3,Texas,36,Parker,32.868773,-97.905931
1/8/2019,O3,Texas,37,Rockwall,32.936523,-96.459211
1/8/2019,PM2.5,Texas,38,Hidalgo,26.226343,-98.2908496
1/8/2019,O3,Texas,38,Smith,32.344027,-95.415754
1/8/2019,PM2.5,Texas,39,Jefferson,29.979958,-94.004746
1/8/2019,PM2.5,Texas,40.4,Harris,29.686389,-95.294722
1/8/2019,PM2.5,Texas,42,Dallas,32.820061,-96.860117
1/8/2019,PM2.5,Texas,44.5,Bexar,29.275381,-98.311692
1/8/2019,PM2.5,Texas,44.66666667,El Paso,31.765685,-106.455227
1/8/2019,PM2.5,Texas,49,Webb,27.507904,-99.523949
1/9/2019,O3,Texas,30,Johnson,32.353595,-97.436742
1/9/2019,PM2.5,Texas,31,Harris,29.686389,-95.294722
1/9/2019,O3,Texas,31.5,Ellis,32.175417,-96.870189
1/9/2019,O3,Texas,31.5,Travis,30.35386,-97.69166
1/9/2019,O3,Texas,32,Denton,33.219069,-97.196284
1/9/2019,NO2,Texas,32,Ellis,32.175417,-96.870189
1/9/2019,O3,Texas,32,Galveston,29.254474,-94.861289
1/9/2019,O3,Texas,32,Jefferson,29.979958,-94.004746
1/9/2019,O3,Texas,32,McLennan,31.653086,-97.070704
1/9/2019,PM2.5,Texas,32.25,El Paso,31.765685,-106.455227
1/9/2019,O3,Texas,32.5,Bell,31.088002,-97.679734
1/9/2019,O3,Texas,32.5,Brazoria,29.043759,-95.472946
1/9/2019,NO2,Texas,32.5,Tarrant,32.80581,-97.356529
1/9/2019,O3,Texas,32.66666667,Bexar,29.275381,-98.311692
1/9/2019,O3,Texas,32.66666667,Dallas,32.820061,-96.860117
1/9/2019,O3,Texas,33,Hunt,33.153088,-96.115572
1/9/2019,O3,Texas,33,Montgomery,30.350302,-95.425128
1/9/2019,O3,Texas,33,Parker,32.868773,-97.905931
1/9/2019,O3,Texas,34,Hidalgo,26.226343,-98.2908496
1/9/2019,O3,Texas,34,Kaufman,32.564968,-96.317687
1/9/2019,NO2,Texas,34.5,Dallas,32.820061,-96.860117
1/9/2019,O3,Texas,35,Collin,33.1324,-96.786419
1/9/2019,O3,Texas,35,Gregg,32.378696,-94.711813
1/9/2019,O3,Texas,36,Cameron,26.200335,-97.712684
1/9/2019,O3,Texas,36,Randall,34.8803,-101.6649
1/9/2019,O3,Texas,36,Rockwall,32.936523,-96.459211
1/9/2019,O3,Texas,38,Smith,32.344027,-95.415754
1/9/2019,PM2.5,Texas,39,Cameron,26.200335,-97.712684
1/9/2019,O3,Texas,41,Nueces,27.76534,-97.434262
1/9/2019,PM2.5,Texas,44,Hidalgo,26.226343,-98.2908496
1/10/2019,PM2.5,Texas,30.33333333,Nueces,27.76534,-97.434262
1/10/2019,NO2,Texas,31,Harris,29.686389,-95.294722
1/10/2019,PM2.5,Texas,31,Lubbock,33.58553,-101.78698
1/10/2019,O3,Texas,32,Bell,31.088002,-97.679734
1/10/2019,O3,Texas,32,Randall,34.8803,-101.6649
1/10/2019,PM2.5,Texas,32,Tarrant,32.80581,-97.356529
1/10/2019,PM2.5,Texas,33.5,Jefferson,29.979958,-94.004746
1/10/2019,O3,Texas,33.66666667,Jefferson,29.979958,-94.004746
1/10/2019,O3,Texas,34,Hidalgo,26.226343,-98.2908496
1/10/2019,PM2.5,Texas,34,Hidalgo,26.226343,-98.2908496
1/10/2019,O3,Texas,35,Webb,27.507904,-99.523949
1/10/2019,O3,Texas,35.5,Brazoria,29.043759,-95.472946
1/10/2019,O3,Texas,36,Montgomery,30.350302,-95.425128
1/10/2019,PM2.5,Texas,36,Webb,27.507904,-99.523949
1/10/2019,O3,Texas,37,Bexar,29.275381,-98.311692
1/10/2019,PM2.5,Texas,37,Ellis,32.175417,-96.870189
1/10/2019,PM2.5,Texas,37.75,Harris,29.686389,-95.294722
1/10/2019,PM2.5,Texas,38,El Paso,31.765685,-106.455227
1/10/2019,O3,Texas,38,Galveston,29.254474,-94.861289
1/10/2019,O3,Texas,38.5,Nueces,27.76534,-97.434262
1/10/2019,O3,Texas,39,Cameron,26.200335,-97.712684
1/10/2019,PM2.5,Texas,52,Dallas,32.820061,-96.860117
1/11/2019,O3,Texas,30,Ellis,32.175417,-96.870189
1/11/2019,O3,Texas,31,Bell,31.088002,-97.679734
1/11/2019,O3,Texas,31,Kaufman,32.564968,-96.317687
1/11/2019,O3,Texas,31,McLennan,31.653086,-97.070704
1/11/2019,O3,Texas,31,Smith,32.344027,-95.415754
1/11/2019,PM2.5,Texas,31.5,Cameron,26.200335,-97.712684
1/11/2019,PM2.5,Texas,32,Potter,35.201592,-101.909275
1/11/2019,PM2.5,Texas,32.6,Bexar,29.275381,-98.311692
1/11/2019,PM2.5,Texas,33,Denton,33.219069,-97.196284
1/11/2019,PM2.5,Texas,33,Ector,31.870259,-102.334745
1/11/2019,PM2.5,Texas,33,Lubbock,33.58553,-101.78698
1/11/2019,O3,Texas,33.66666667,El Paso,31.765685,-106.455227
1/11/2019,PM2.5,Texas,33.66666667,Travis,30.35386,-97.69166
1/11/2019,PM2.5,Texas,36,Ellis,32.175417,-96.870189
1/11/2019,O3,Texas,37,Cameron,26.200335,-97.712684
1/11/2019,O3,Texas,38,Nueces,27.76534,-97.434262
1/11/2019,O3,Texas,38.8,Harris,29.686389,-95.294722
1/11/2019,PM2.5,Texas,38.85714286,Harris,29.686389,-95.294722
1/11/2019,PM2.5,Texas,39,Webb,27.507904,-99.523949
1/11/2019,O3,Texas,39.33333333,Jefferson,29.979958,-94.004746
1/11/2019,O3,Texas,42,Brazoria,29.043759,-95.472946
1/11/2019,PM2.5,Texas,43,Jefferson,29.979958,-94.004746
1/11/2019,O3,Texas,45,Galveston,29.254474,-94.861289
1/11/2019,O3,Texas,47,Montgomery,30.350302,-95.425128
1/11/2019,PM2.5,Texas,54,Dallas,32.820061,-96.860117
1/12/2019,O3,Texas,30,Nueces,27.76534,-97.434262
1/12/2019,PM2.5,Texas,30.33333333,Nueces,27.76534,-97.434262
1/12/2019,O3,Texas,31,Galveston,29.254474,-94.861289
1/12/2019,O3,Texas,31,Randall,34.8803,-101.6649
1/12/2019,O3,Texas,31,Webb,27.507904,-99.523949
1/12/2019,PM2.5,Texas,31.25,El Paso,31.765685,-106.455227
1/12/2019,O3,Texas,31.5,Jefferson,29.979958,-94.004746
1/12/2019,PM2.5,Texas,32,Ellis,32.175417,-96.870189
1/12/2019,O3,Texas,32,Hidalgo,26.226343,-98.2908496
1/12/2019,PM2.5,Texas,32,Webb,27.507904,-99.523949
1/12/2019,O3,Texas,32.83333333,El Paso,31.765685,-106.455227
1/12/2019,O3,Texas,33,Cameron,26.200335,-97.712684
1/12/2019,PM2.5,Texas,47,Cameron,26.200335,-97.712684
1/12/2019,PM2.5,Texas,49,Hidalgo,26.226343,-98.2908496
1/13/2019,O3,Texas,30,Hidalgo,26.226343,-98.2908496
1/13/2019,PM2.5,Texas,30.6,Bexar,29.275381,-98.311692
1/13/2019,O3,Texas,32,Cameron,26.200335,-97.712684
1/13/2019,O3,Texas,32,Webb,27.507904,-99.523949
1/13/2019,PM2.5,Texas,33,Bowie,33.436111,-94.07778
1/13/2019,PM2.5,Texas,33,Lubbock,33.58553,-101.78698
1/13/2019,PM2.5,Texas,35,Tarrant,32.80581,-97.356529
1/13/2019,O3,Texas,35.16666667,El Paso,31.765685,-106.455227
1/13/2019,PM2.5,Texas,36.33333333,Travis,30.35386,-97.69166
1/13/2019,PM2.5,Texas,41,Denton,33.219069,-97.196284
1/13/2019,PM2.5,Texas,47,Ellis,32.175417,-96.870189
1/13/2019,PM2.5,Texas,51,Ector,31.870259,-102.334745
1/13/2019,PM2.5,Texas,58,Potter,35.201592,-101.909275
1/13/2019,PM2.5,Texas,60,Dallas,32.820061,-96.860117
1/14/2019,O3,Texas,30,Galveston,29.254474,-94.861289
1/14/2019,O3,Texas,31,Randall,34.8803,-101.6649
1/14/2019,PM2.5,Texas,33,Montgomery,30.350302,-95.425128
1/14/2019,PM2.5,Texas,35,Potter,35.201592,-101.909275
1/14/2019,PM2.5,Texas,37,Denton,33.219069,-97.196284
1/14/2019,PM2.5,Texas,38.66666667,El Paso,31.765685,-106.455227
1/14/2019,PM2.5,Texas,41,Tarrant,32.80581,-97.356529
1/14/2019,PM2.5,Texas,43,Webb,27.507904,-99.523949
1/14/2019,PM2.5,Texas,44,Cameron,26.200335,-97.712684
1/14/2019,PM2.5,Texas,44,Lubbock,33.58553,-101.78698
1/14/2019,PM2.5,Texas,44.33333333,Nueces,27.76534,-97.434262
1/14/2019,PM2.5,Texas,46,Ellis,32.175417,-96.870189
1/14/2019,PM2.5,Texas,47,Hidalgo,26.226343,-98.2908496
1/14/2019,PM2.5,Texas,51.4,Bexar,29.275381,-98.311692
1/14/2019,PM2.5,Texas,51.5,Jefferson,29.979958,-94.004746
1/14/2019,PM2.5,Texas,51.66666667,Travis,30.35386,-97.69166
1/14/2019,PM2.5,Texas,52,Bowie,33.436111,-94.07778
1/14/2019,PM2.5,Texas,52.25,Harris,29.686389,-95.294722
1/14/2019,PM2.5,Texas,54,Ector,31.870259,-102.334745
1/14/2019,PM2.5,Texas,66,Dallas,32.820061,-96.860117
1/15/2019,O3,Texas,30,Galveston,29.254474,-94.861289
1/15/2019,O3,Texas,30,Randall,34.8803,-101.6649
1/15/2019,NO2,Texas,32.58333333,Harris,29.686389,-95.294722
1/15/2019,PM2.5,Texas,33,Hidalgo,26.226343,-98.2908496
1/15/2019,PM2.5,Texas,35,Cameron,26.200335,-97.712684
1/15/2019,PM2.5,Texas,39.5,Galveston,29.254474,-94.861289
1/15/2019,NO2,Texas,42,El Paso,31.765685,-106.455227
1/15/2019,PM2.5,Texas,44,Ellis,32.175417,-96.870189
1/15/2019,PM2.5,Texas,46,Denton,33.219069,-97.196284
1/15/2019,PM2.5,Texas,46,Kaufman,32.564968,-96.317687
1/15/2019,PM2.5,Texas,47,Webb,27.507904,-99.523949
1/15/2019,PM2.5,Texas,49.25,Nueces,27.76534,-97.434262
1/15/2019,PM2.5,Texas,52.33333333,Travis,30.35386,-97.69166
1/15/2019,PM2.5,Texas,53,Montgomery,30.350302,-95.425128
1/15/2019,PM2.5,Texas,53.3,Harris,29.686389,-95.294722
1/15/2019,PM2.5,Texas,54,Ector,31.870259,-102.334745
1/15/2019,PM2.5,Texas,55.2,Bexar,29.275381,-98.311692
1/15/2019,PM2.5,Texas,55.8,El Paso,31.765685,-106.455227
1/15/2019,PM2.5,Texas,56,Bowie,33.436111,-94.07778
1/15/2019,PM2.5,Texas,57.75,Dallas,32.820061,-96.860117
1/15/2019,PM2.5,Texas,60,Lubbock,33.58553,-101.78698
1/15/2019,PM2.5,Texas,60.75,Tarrant,32.80581,-97.356529
1/15/2019,PM2.5,Texas,63,Jefferson,29.979958,-94.004746
1/16/2019,PM2.5,Texas,31,Ector,31.870259,-102.334745
1/16/2019,PM2.5,Texas,31,Tarrant,32.80581,-97.356529
1/16/2019,PM2.5,Texas,31.66666667,Nueces,27.76534,-97.434262
1/16/2019,O3,Texas,32,Randall,34.8803,-101.6649
1/16/2019,O3,Texas,32.83333333,Jefferson,29.979958,-94.004746
1/16/2019,O3,Texas,33,Galveston,29.254474,-94.861289
1/16/2019,PM2.5,Texas,33.5,Cameron,26.200335,-97.712684
1/16/2019,PM2.5,Texas,34,Denton,33.219069,-97.196284
1/16/2019,NO2,Texas,38,El Paso,31.765685,-106.455227
1/16/2019,PM2.5,Texas,42,Ellis,32.175417,-96.870189
1/16/2019,PM2.5,Texas,43,Lubbock,33.58553,-101.78698
1/16/2019,PM2.5,Texas,44,Kaufman,32.564968,-96.317687
1/16/2019,PM2.5,Texas,51,Harris,29.686389,-95.294722
1/16/2019,PM2.5,Texas,51,Montgomery,30.350302,-95.425128
1/16/2019,PM2.5,Texas,51.66666667,Travis,30.35386,-97.69166
1/16/2019,PM2.5,Texas,53.5,El Paso,31.765685,-106.455227
1/16/2019,PM2.5,Texas,54.4,Bexar,29.275381,-98.311692
1/16/2019,PM2.5,Texas,57,Jefferson,29.979958,-94.004746
1/16/2019,PM2.5,Texas,60,Dallas,32.820061,-96.860117
1/16/2019,PM2.5,Texas,61,Bowie,33.436111,-94.07778
1/17/2019,PM2.5,Texas,30,Nueces,27.76534,-97.434262
1/17/2019,NO2,Texas,30,Travis,30.35386,-97.69166
1/17/2019,PM2.5,Texas,32,Tarrant,32.80581,-97.356529
1/17/2019,NO2,Texas,33,El Paso,31.765685,-106.455227
1/17/2019,PM2.5,Texas,33.5,Cameron,26.200335,-97.712684
1/17/2019,PM2.5,Texas,35.5,Jefferson,29.979958,-94.004746
1/17/2019,PM2.5,Texas,36,Bowie,33.436111,-94.07778
1/17/2019,O3,Texas,36,Randall,34.8803,-101.6649
1/17/2019,PM2.5,Texas,37,Ellis,32.175417,-96.870189
1/17/2019,PM2.5,Texas,40,Webb,27.507904,-99.523949
1/17/2019,PM2.5,Texas,41.28571429,Harris,29.686389,-95.294722
1/17/2019,PM2.5,Texas,48,Hidalgo,26.226343,-98.2908496
1/17/2019,PM2.5,Texas,54,Dallas,32.820061,-96.860117
1/17/2019,PM2.5,Texas,58.75,El Paso,31.765685,-106.455227
1/18/2019,PM2.5,Texas,30.33333333,Nueces,27.76534,-97.434262
1/18/2019,PM2.5,Texas,31,Ector,31.870259,-102.334745
1/18/2019,O3,Texas,31,Parker,32.868773,-97.905931
1/18/2019,PM2.5,Texas,33,Cameron,26.200335,-97.712684
1/18/2019,PM2.5,Texas,33,Denton,33.219069,-97.196284
1/18/2019,O3,Texas,33,Randall,34.8803,-101.6649
1/18/2019,PM2.5,Texas,35,Lubbock,33.58553,-101.78698
1/18/2019,PM2.5,Texas,35,Montgomery,30.350302,-95.425128
1/18/2019,PM2.5,Texas,36,Ellis,32.175417,-96.870189
1/18/2019,PM2.5,Texas,36.7,Harris,29.686389,-95.294722
1/18/2019,O3,Texas,37.83333333,El Paso,31.765685,-106.455227
1/18/2019,PM2.5,Texas,38,Jefferson,29.979958,-94.004746
1/18/2019,PM2.5,Texas,42,Bowie,33.436111,-94.07778
1/18/2019,PM2.5,Texas,42.8,El Paso,31.765685,-106.455227
1/18/2019,PM2.5,Texas,44.25,Tarrant,32.80581,-97.356529
1/18/2019,PM2.5,Texas,45,Travis,30.35386,-97.69166
1/18/2019,PM2.5,Texas,46,Hidalgo,26.226343,-98.2908496
1/18/2019,PM2.5,Texas,50,Bexar,29.275381,-98.311692
1/18/2019,PM2.5,Texas,54,Dallas,32.820061,-96.860117
